Project,Block,Module,Part,Issue,Design Element,Design Factor,评审主体,评审对象,审核项,审核项状态,评审项更新者,Phase,Reviewer,Status,Notes,Quantization Status
5.Ashley Row,7.Sensor,Pressure-Sensor,,,,,1.Mainboard,2.Stacking,对于防水的机器，需要开气孔给气压计，开孔需要加上防水透气膜，开孔直径大于 1 mm，开孔位置尽量靠近sensor。,适用,熊胜男,EVB,熊胜男,NA,,0
5.Ashley Row,7.Sensor,G-Sensor,,,,,1.Mainboard,2.Stacking,"摆放位置及PCB检查,离同面或背面的产生应力的连接器 屏蔽盖和屏蔽轨迹 按键 螺丝孔等至少2MM",适用,熊胜男,EVT,熊胜男,Pass,,1
5.Ashley Row,7.Sensor,Gyro,,,,,1.Mainboard,2.Stacking,放置完毕后需要发给原厂Review,适用,熊胜男,EVT,熊胜男,Pass,,1
5.Ashley Row,7.Sensor,Hall,,,,,1.Mainboard,2.Stacking,"确定磁铁的型号以及磁铁到Hall IC的距离；
 用高斯计测量该磁铁在该距离下，Hall IC工作的可靠性",适用,熊胜男,EVT,杨文亮,NA,,0
5.Ashley Row,7.Sensor,M-Sensor,,,,,1.Mainboard,2.Stacking,堆叠的时候，需要让专家确认M-sensor的放置位置；需要远离磁场源；放置完毕后，让厂家协助帮忙仿真。,适用,熊胜男,EVT,杨文亮,NA,,0
5.Ashley Row,7.Sensor,M-Sensor,,,,,1.Mainboard,2.Stacking,如果机器带皮套，需要考虑皮套上的磁铁对M-sensor的影响。需要评估M-sensor与Hall IC错开足够距离或者加磁阻片等方式,适用,熊胜男,EVT,杨文亮,NA,,0
5.Ashley Row,7.Sensor,M-Sensor,,,,,1.Mainboard,2.Stacking,靠近M-sensor的钢板如果是不锈钢，必须使用H304微磁型号,适用,熊胜男,EVT,杨文亮,NA,,0
5.Ashley Row,7.Sensor,M-Sensor,,,,,1.Mainboard,2.Stacking,靠近M-sensor的屏蔽盖，尽量使用洋白铜，不锈钢需要使用H304微磁型号。,适用,熊胜男,EVT,杨文亮,NA,,0
5.Ashley Row,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,"硅胶套设计 
 1.是否为标准件，需特殊定制；
 2.硅胶套能否顶到CTP玻璃，过盈配合；
 3.硅胶套固定防呆处理，防变形处理",适用,熊胜男,EVT,陈文亭,Pass,,1
5.Ashley Row,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,"触摸屏开窗设计
 1.红外和可见光透过率;
 2.开窗宽度>2mm，丝印开窗尺寸是否标准化
 3.CTP开窗处只留玻璃，不能有FPC或Film干涉
 4.白色P-sensor区域油墨过渡处理",适用,熊胜男,EVT,陈文亭,NA,,0
5.Ashley Row,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,P-sensor周围背胶宽度>0.8mm,适用,熊胜男,EVT,陈文亭,Pass,,1
5.Ashley Row,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,金属支架能否包围P-sensor区域,适用,熊胜男,EVT,陈文亭,Pass,和受话器距离远。手机侧面是金属框，ok,1
5.Ashley Row,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,P-sensor固定方式，有卡扣设计、螺钉及后壳加筋固定,适用,熊胜男,EVT,陈文亭,Pass,,1
5.Ashley Row,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,光学仿真入射角能否>30度,适用,熊胜男,EVT,陈文亭,Pass,,1
5.Ashley Row,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,是否存在干涉,适用,熊胜男,EVT,陈文亭,Pass,,1
5.Ashley Row,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,P-sensor正上方玻璃不允许为弧面,适用,熊胜男,EVT,陈文亭,Pass,,1
5.Ashley Row,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,P-sensor IR LED 靠手机X轴中心方向摆放，并且IR LED 到手机X中心距离小于13mm,适用,熊胜男,EVT,熊胜男,Pass,,1
5.Ashley Row,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,P-sensor &ALS  如果有FPC设计，需确认FPC和主板Pin定义匹配,适用,熊胜男,EVT,熊胜男,Pass,,1
5.Ashley Row,7.Sensor,Pressure-Sensor,,,,,1.Mainboard,2.Stacking,"生产过程中要保证不能有液体通过sensor 上方的小孔进入sensor 里面。
不能用毛刷之类的东西刷sensor。",适用,熊胜男,,熊胜男,NA,,0
5.Ashley Row,7.Sensor,Gyro,,,,,1.Mainboard,3.Placement,Sensor远离板机械应力，与PCB连接筋大于15MM   ,适用,熊胜男,EVT,熊胜男,Pass,,1
5.Ashley Row,7.Sensor,Gyro,,,,,1.Mainboard,3.Placement,离同面或背面的产生应力的连接器 屏蔽盖和屏蔽轨迹 按键 螺丝孔等至少2MM,适用,熊胜男,EVT,熊胜男,NG&Fixed,离CPU屏蔽轨迹只有0.5MM，有风险,
5.Ashley Row,7.Sensor,Gyro,,,,,1.Mainboard,3.Placement,远离振动源比如马达，风扇等,适用,熊胜男,EVT,熊胜男,Pass,,1
5.Ashley Row,7.Sensor,Pressure-Sensor,,,,,1.Mainboard,3.Placement,"远离振动源比如马达，风扇等,机械振动可能造成屏幕旋转等误动作",适用,熊胜男,,熊胜男,Pass,,1
5.Ashley Row,7.Sensor,Pressure-Sensor,,,,,1.Mainboard,3.Placement,远离温度变化大的器件，比如充电回路和CPU PMIC,适用,熊胜男,,熊胜男,Pass,,1
5.Ashley Row,7.Sensor,Pressure-Sensor,,,,,1.Mainboard,3.Placement,远离热源，应力（按键、螺丝孔、PCB边沿），振源,适用,熊胜男,,熊胜男,Pass,,1
5.Ashley Row,7.Sensor,Pressure-Sensor,,,,,1.Mainboard,3.Placement,远离温度变化大的器件，比如充电回路和CPU PMIC,适用,熊胜男,,熊胜男,Pass,,1
5.Ashley Row,7.Sensor,Cap-Sensor,,,,,1.Mainboard,4.Routing,Cap Sensor 感应线需要3W包地，上下左右不能有变化信号的走线伴行。-2017-2-10，Issue Found on George NA EVT2,适用,熊胜男,EVB,熊胜男,NG&Fixed,CS1 LAYOUT有一小段需要改进,
5.Ashley Row,7.Sensor,Cap-Sensor,,,,,1.Mainboard,4.Routing,Cap Sensor的DET弹片要尽量远离WIFI 等各种发射天线，避免WIFI对Capsensor的干扰 -2017-5-3，issue found on George NA DVT2B,适用,熊胜男,EVB,熊胜男,Pass,共用主天线和分集天线，OK,1
5.Ashley Row,7.Sensor,Cap-Sensor,,,,,1.Mainboard,4.Routing,为避免芯片内部的ground干扰，在layout时，IC下面不要有大电流，强干扰信号，表层和第二层大面积接地保证GND干净；IC下方的地和临近层的地平面完整,适用,熊胜男,EVB,熊胜男,Pass,,1
5.Ashley Row,7.Sensor,Cap-Sensor,,,,,1.Mainboard,4.Routing,走线包地，上下天线走线较长，或经历复杂温度场景，可增加使用ref channel,适用,熊胜男,EVB,熊胜男,Pass,,1
5.Ashley Row,7.Sensor,Pressure-Sensor,,,,,1.Mainboard,4.Routing,考虑应力影响，sensor应该避开按键、螺丝孔等会给PCB板带来型变的位置；Sensor不能部分或全部被覆盖,适用,熊胜男,EVB,熊胜男,NA,,0
5.Ashley Row,7.Sensor,Pressure-Sensor,,,,,1.Mainboard,4.Routing,考虑温度影响，sensor不应靠近发热点和温度快速变化的点。远离发光器件，避免光直射到气压计的孔内。,适用,熊胜男,EVB,熊胜男,NA,,0
5.Ashley Row,7.Sensor,Gyro,,,,,1.Mainboard,4.Routing,sensorIC表层覆盖区域尽量不能有其他走线 不打孔 不铺铜，出线尽量对称。,适用,熊胜男,EVT,熊胜男,NG&Fixed,,
5.Ashley Row,7.Sensor,M-Sensor,,,,,1.Mainboard,4.Routing,M-sensor部分不能穿过高频线、大电流的线，如充电线，电源线等,适用,熊胜男,EVT,杨文亮,NA,,0
5.Ashley Row,7.Sensor,P&L,,,,,1.Mainboard,4.Routing,P-sensor摆件方向（接收孔和指示灯要错开）,适用,熊胜男,EVT,陈文亭,Pass,,1
5.Ashley Row,7.Sensor,指纹,,,,,1.Mainboard,4.Routing,部件和主板实物顺序匹配,适用,浦喆,EVT,黄礼森,NA,需要PCB,0
5.Ashley Row,7.Sensor,指纹,,,,,1.Mainboard,4.Routing,ESD：信号需要增加TVS，并置于干路上,适用,浦喆,EVT,杨文亮,Pass,,1
5.Ashley Row,7.Sensor,指纹,,,,,1.Mainboard,4.Routing,ESD：金属装饰环接地,适用,浦喆,EVT,杨文亮,Pass,,1
5.Ashley Row,7.Sensor,Pressure-Sensor,,,,,1.Mainboard,4.Routing,sensorIC表层覆盖区域尽量不能有其他走线 不打孔 不铺铜，出线尽量对称。,适用,熊胜男,,熊胜男,Pass,,1
5.Ashley Row,8.PCB,DFX,Shielding,,,,1.Mainboard,2.Stacking,屏蔽盖大小建议35mmx35mm以内，超过此尺寸需要和SMT一起评估SMT不良率，并接受部分点可能虚焊。建议尽量不超过40mm。,适用,陈银川,EVT,陈银川,Pass,,1
5.Ashley Row,8.PCB,Stress,Placement,,,,1.Mainboard,2.Stacking,"1 PCB拐角R下一定范围不能放置WLCSP和Ceramic 电容
2.屏蔽盖之间缝隙的背面不能放置WLCSP器件",适用,陈银川,,陈银川,Pass,,1
5.Ashley Row,8.PCB,DFX,Shielding,,,,1.Mainboard,3.Placement,器件与屏蔽盖间距：器件距离屏蔽盖内侧---≥0.3mm；器件距离屏蔽盖外侧---≥0.3mm,适用,陈银川,EVT,陈银川,Pass,,1
5.Ashley Row,8.PCB,DFX,Glue,,,,1.Mainboard,3.Placement,两个BGA的点胶边在同一位置，要求两个BGA实体边沿间距≥1.4mm，建议不在同一位置给两个BGA点胶,适用,陈银川,EVT,陈银川,Pass,,1
5.Ashley Row,8.PCB,DFX,Glue,,,,1.Mainboard,3.Placement,对于TOP与BOT面都点胶，建议需要点胶的芯片电路在设计时错开放置，这样确保可维修性，加热时才尽可能减少其它芯片的爆胶风险,适用,陈银川,EVT,陈银川,Pass,,1
5.Ashley Row,8.PCB,,,器件干涉,,,1.Mainboard,3.Placement,是否和合金及屏蔽盖干涉（特别是表面导电器件）,废止,陈银川,EVT,陈银川,Pass,,1
5.Ashley Row,8.PCB,DFX,Shielding,,,,1.Mainboard,4.Routing,屏蔽盖焊盘设计： 宽度0.57mm ,适用,陈银川,EVT,陈银川,Pass,,1
5.Ashley Row,8.PCB,DFX,Shielding,,,,1.Mainboard,4.Routing,屏蔽盖距离板边0.3mm，距离不足时，需要SMT评估钢网扩口空间是否能接受。,适用,陈银川,EVT,陈银川,Pass,,1
5.Ashley Row,8.PCB,DFX,Shielding,,,,1.Mainboard,4.Routing,其他露铜（绿油开窗）距离屏蔽盖焊接≥0.4mm,适用,陈银川,EVT,陈银川,Pass,,1
5.Ashley Row,8.PCB,DFX,Glue,,,,1.Mainboard,4.Routing,BGA点胶边与屏蔽支架（注意是支架靠内折弯的边缘）间距D≥1.2mm,适用,陈银川,EVT,陈银川,Pass,,1
5.Ashley Row,8.PCB,DFX,PCB Springs,,,,1.Mainboard,4.Routing,弹片焊盘上必须打孔增加附着力，含小板,适用,陈银川,EVT,陈银川,Pass,,1
5.Ashley Row,8.PCB,DFX,PCB,,,,1.Mainboard,4.Routing,拼版：没有边框的需要在板内放mark点,适用,苏艳红,EVT,苏艳红,Pass,,1
5.Ashley Row,8.PCB,Stress,,,,,1.Mainboard,4.Routing,大焊盘底下第二层尽量不走线：特别是1. 屏蔽盖轨迹的外 拐角位置 2.SIM卡座GND定位焊盘 ,适用,陈文亭,,陈文亭,Pass,,1
5.Ashley Row,8.PCB,DFX,PCB Panel,,,,1.Mainboard,5.Panel,"拼版：连接筋避让连接器区域
      连接筋避让侧键FPC区域",适用,苏艳红,EVT,苏艳红,Pass,,1
5.Ashley Row,8.PCB,DFX,Shielding,,,,13.Shield,3.Placement,屏蔽盖距离下方器件高度大于等于0.2mm，超过需破孔。连接筋形变严重的下方，禁止放置会短路器件。屏蔽盖本体形变严重的地方，需在屏蔽盖内侧贴绝缘膜防跌落短路。,适用,陈银川,EVT,陈银川,Pass,,1
5.Ashley Row,8.PCB,DFX,Shielding,,,,13.Shield,6.Others(ME/RF/ANT/KP/Factory),屏蔽盖吸取点面积建议直径6mm，最小4mm。不能形变，可以设置支撑点支撑，避免吸取时下陷。,废止,陈银川,EVT,陈银川,Pass,,1
5.Ashley Row,8.PCB,DFX,Glue,,,,13.Shield,6.Others(ME/RF/ANT/KP/Factory),上盖和需点胶芯片安全间距0.2mm,适用,陈银川,EVT,陈银川,Pass,,1
5.Ashley Row,8.PCB,DFX,Glue,,,,13.Shield,6.Others(ME/RF/ANT/KP/Factory),一体式屏蔽盖上面开槽直径min 2mm   （针直径为0.7mm，全自动点胶0.5mm）,适用,陈银川,EVT,陈银川,Pass,,1
5.Ashley Row,8.PCB,DFX,Glue,,,,14.Glue,3.Placement,BGA点胶边与屏蔽盖夹子间距≥2mm,适用,陈银川,EVT,陈银川,Pass,,1
5.Ashley Row,8.PCB,DFX,Glue,,,,14.Glue,6.Others(ME/RF/ANT/KP/Factory),点胶边3.0mm范围内没有电子结构件和定位孔，避免胶溢到此处。,适用,陈银川,EVT,陈银川,Pass,,1
5.Ashley Row,8.PCB,DFX,Glue,,,,14.Glue,6.Others(ME/RF/ANT/KP/Factory),导热硅胶尽量避让点胶边缘0.1mm（如无法避让需要要求产线擦掉溢到IC表面的胶）。,适用,陈银川,EVT,陈银川,Pass,,1
5.Ashley Row,8.PCB,DFX,Placement,,,,2.Sub-Board,2.Stacking,破板器件位于同面。,适用,苏艳红,EVT,苏艳红,Pass,,1
5.Ashley Row,8.PCB,Panel ,,DFX,,,2.Sub-Board,5.Panel,Panel不能有与Audio Jack  或者 USB-C等 连接器本体及其保护套干涉的风险,适用,苏艳红,EVB,苏艳红,Pass,,1
5.Ashley Row,8.PCB,DFX,PCB Panel,,,,2.Sub-Board,5.Panel,"拼版：连接筋避让连接器区域
      连接筋避让侧键FPC区域",适用,苏艳红,EVT,苏艳红,Pass,,1
5.Ashley Row,9.Memory,Memory,,,认证确认,,1.Mainboard,1.SCH,Memory型号MTK/Qualcomm认证确认是否为平台厂Qualified,适用,董嘉琨,EVT,陈威,Pass,需要memory型号,1
5.Ashley Row,9.Memory,Memory,,,选型-二供确认,,1.Mainboard,1.SCH,Memory 二供信息检查,适用,董嘉琨,EVT,陈威,Pass,需要memory型号,1
5.Ashley Row,9.Memory,Memory,,,选型,,1.Mainboard,1.SCH,Memory的DDR频率以及EMMC的协议版本，平台是否支持。,适用,董嘉琨,EVT,陈威,Pass,需要memory型号,1
5.Ashley Row,9.Memory,Memory,,,,DDR,1.Mainboard,1.SCH,"Memory电压选取及旁路电容follow参考设计需求，兼容二供 （VDD1 4.4UF+200NF,VDD2/VDDQ 2.2UF+200NF，此值是参考，以平台信息为准。）",适用,董嘉琨,EVT,陈威,Pass,需要memory型号,1
5.Ashley Row,9.Memory,Memory,,,,DDR,1.Mainboard,1.SCH,信号连接顺序是否正确。,适用,董嘉琨,EVT,陈威,Pass,,1
5.Ashley Row,9.Memory,Memory,,,,EMMC,1.Mainboard,1.SCH,eMMC电源电容选择follow参考设计,适用,董嘉琨,EVT,董嘉琨,Pass,,1
5.Ashley Row,9.Memory,Memory,,,,EMMC,1.Mainboard,1.SCH,clk串联电阻靠近cpu，rclk串联电阻靠近emmc,适用,董嘉琨,EVT,董嘉琨,Pass,,1
5.Ashley Row,9.Memory,Memory,,,,UFS,1.Mainboard,1.SCH,UFS电源电容选择follow参考设计,适用,董嘉琨,EVT,董嘉琨,Pass,,1
5.Ashley Row,9.Memory,SD,,,,,1.Mainboard,1.SCH,"SD card power:
SD卡供电要求达到400mA RMS 以及 800mA Peak",适用,董嘉琨,EVT,陈威,Pass,,1
5.Ashley Row,9.Memory,SD,,,,,1.Mainboard,1.SCH,"SD card power:
SD供电电源滤波电容一大（2.2~4.7uF）一小（33pf~100pf）参考平台设计",适用,董嘉琨,EVT,董嘉琨,Pass,,1
5.Ashley Row,9.Memory,SD,,,,,1.Mainboard,1.SCH,"SD卡检测：
热插拔设计，VDD并联0402-10uF以及0201-0.1uF电容; 非热插拔设计，VDD并联0402-4.7uF以及0201-0.1uF.
SD无卡托直接插拔的设计，需要在SD_CARD_DET_N信号上放置一个100K~1M的上拉电阻",适用,董嘉琨,EVT,陈威,NA,不是热插拔设计,0
5.Ashley Row,9.Memory,SD,,,,,1.Mainboard,1.SCH,"SD卡检测：
确定SD卡座检测机制，检测脚的初始状态及插入后电平状态",适用,董嘉琨,EVT,陈威,Pass,需要卡座spec,1
5.Ashley Row,9.Memory,SD,,,,,1.Mainboard,1.SCH,串联一个27R~35R的电阻在SD CLK信号靠近AP端，预留一个0R电阻串到SD CLK信号靠近卡座端。follow平台推荐,适用,董嘉琨,EVT,陈威,Pass,,1
5.Ashley Row,9.Memory,SD,,,,,1.Mainboard,1.SCH,CMD需要上拉电阻（阻值参考平台设计），如果走线总长度大于50mm则其它信号线在卡座端预留上拉电阻（推荐51k，10K~100K范围）调试,适用,董嘉琨,EVT,陈威,NG&Fixed,没有上拉电阻,
5.Ashley Row,9.Memory,SD,,,,,1.Mainboard,1.SCH,"SD card capacitive load：
for DDR50 and SDR50，<10pf
for SDR104, <5pf",适用,董嘉琨,EVT,陈威,Pass,需要tvs规格书,1
5.Ashley Row,9.Memory,SD,,,,,1.Mainboard,1.SCH,Data/CMD Lane允许添加磁珠但不推荐，磁珠需要使用Highspeed专用类，200MHz及以下的阻抗要低于33R，推荐使用11R。,适用,董嘉琨,EVT,陈威,Pass,,1
5.Ashley Row,9.Memory,SD,,,,ESD,1.Mainboard,1.SCH,MSM8917/8937/8940平台的SD card和SIM card接口的部分建议在靠近connector位置加上ESD器件，可以尽量避免接口部分因ESD问题造成系统不稳定。（高通硬件基带技术期刊2017-1-3）,适用,浦喆,EVT,陈威,NG&Fixed,sim卡无tvs,
5.Ashley Row,9.Memory,Memory,,,扩展兼容检查,,1.Mainboard,2.Stacking,"Memory的是否有可发展性，兼容设计（升级使用）
1 是否可以兼容高容量
2 不同容量的IC高度是否可以兼容，符合屏蔽盖高度限制要求。",适用,董嘉琨,EVT,陈威,Pass,需要memory型号,1
5.Ashley Row,9.Memory,Memory,,,,DDR,1.Mainboard,2.Stacking,>=2133MHz，DDR需要和CPU正对，减少线长。,适用,董嘉琨,EVB,陈威,NA,,0
5.Ashley Row,9.Memory,SD,,,,,1.Mainboard,2.Stacking,确定SD卡堆叠位置尽量保证走线最短，<50mm,适用,董嘉琨,EVT,陈威,Pass,,1
5.Ashley Row,9.Memory,SD,,,,ESD,1.Mainboard,2.Stacking,使用半截屏蔽的T卡座的项目，如果要出海外的话，要特别注意RE的指标。设计时，就要保证后壳的石墨或者铜皮等导电材料不覆盖到T卡区域。,适用,李果,EVT,主设,Pass,非半截,1
5.Ashley Row,9.Memory,Memory,,,,DDR,1.Mainboard,4.Routing,MTK 平台MMD导入审核：,适用,董嘉琨,EVT,陈威,NA,,0
5.Ashley Row,9.Memory,Memory,,,,DDR,1.Mainboard,4.Routing,Power Plan面积（VDDQ，VDD）足够大，需要覆盖IC本体及相应power的电容（正极）。尽量Follow参考设计，根据仿真结果微调。,适用,董嘉琨,EVT,陈威,NG&Fixed,,
5.Ashley Row,9.Memory,Memory,,,,DDR,1.Mainboard,4.Routing,MEMORY所有的PWR和GND引脚要通过via连到电源或者地平面 ，不要有孤立的地,适用,董嘉琨,EVT,董嘉琨,Pass,,1
5.Ashley Row,9.Memory,Memory,,红墨水实验,,DDR,1.Mainboard,4.Routing,建议layout有空间的情况下，对四个角落的空pin pad做打盲孔设计，增加焊盘附着力。尤其对不点胶的eMCP，推荐。,适用,董嘉琨,EVT,陈威,NA,,0
5.Ashley Row,9.Memory,Memory,,,,LPDDR4x ,1.Mainboard,4.Routing,"阻抗控制follow平台要求：
单端SE Z0： DQ/DMI    CA/CS/CKE
差分Diff Z0：CK/DQS",适用,董嘉琨,EVT,董嘉琨,Pass,,1
5.Ashley Row,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"Bus length follow 平台要求：
DQ/DMI
CA/CS/CK/DQSI",适用,董嘉琨,EVT,董嘉琨,Pass,,1
5.Ashley Row,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"Bus length matching follow平台要求：
Intrapair DQS_t/c, CLK_t/c < 0.5mm(3ps)",适用,董嘉琨,EVT,董嘉琨,Pass,,1
5.Ashley Row,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"Bus length matching follow 平台要求：
DQS_t/c to DMI, DQ byte 
（Note：Group length match betweenDQS and DQ within byte. Byte matching relative to DQS (DQ centered to DQS). DQS is source synchronous to DQ）
by group:a/b
",适用,董嘉琨,EVT,董嘉琨,Pass,,1
5.Ashley Row,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"Bus length matching follow 平台要求：
DMI to DQ byte 
（Group skew span between DMI and DQ within byte. Skew = max-min）
by group:a/b
",适用,董嘉琨,EVT,董嘉琨,Pass,,1
5.Ashley Row,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"Bus length matching follow 平台要求：
CA[0:9] ",适用,董嘉琨,EVT,董嘉琨,Pass,,1
5.Ashley Row,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"Bus length matching follow 平台要求：
CSx_n to CA[5:0]_n 
by group",适用,董嘉琨,EVT,董嘉琨,Pass,,1
5.Ashley Row,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"Bus length matching follow 平台要求：
CK_t/c to CA[5:0]_n, CS_n 
by group",适用,董嘉琨,EVT,董嘉琨,Pass,,1
5.Ashley Row,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"Bus length matching follow 平台要求：
CK_t/c to CKEx",适用,董嘉琨,EVT,董嘉琨,Pass,,1
5.Ashley Row,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"Bus length matching follow 平台要求：
CK_t/c to DQSx_t/c ",适用,董嘉琨,EVT,董嘉琨,Pass,,1
5.Ashley Row,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"线间距spacing-DQ/DMI follow平台要求：
After breakout(lane to lane)
BGA escape(lane to lane)",适用,董嘉琨,EVT,董嘉琨,Pass,,1
5.Ashley Row,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"线间距spacing-CA/CS/CKE follow平台要求：
After breakout(lane to lane)
BGA escape(lane to lane)",适用,董嘉琨,EVT,董嘉琨,Pass,,1
5.Ashley Row,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"线间距spacing-CK/DQS follow平台要求：
Intralane spacing (t to c)
After breakout(lane to lane)
BGA escape(lane to lane)",适用,董嘉琨,EVT,董嘉琨,Pass,,1
5.Ashley Row,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"线间距spacing follow平台要求：
DDR to other signals=3x trace width",适用,董嘉琨,EVT,董嘉琨,Pass,,1
5.Ashley Row,9.Memory,Memory,,,,eMMC5.1,1.Mainboard,4.Routing,"CLK单独包地走线，其他线最好上下左右包地(clk=200MHz,data rate =400Mbps",适用,董嘉琨,EVT,董嘉琨,Pass,,1
